과정명,기관ID,과정ID,회차,등급,만족도,취업률_3개월,취업률_6개월,수강비,실제훈련비,정원,훈련대상,커리큘럼
무중단 서비스를 위한 클라우드기반 자바풀스택 개발자 과정,500034233571,AIG20240000459414,2,,946,,,10252440,10252440,30,K-디지털 트레이닝,
LG U+ Why Not SW캠프,500020058127,AIG20240000459292,5,,771,,,18876000,18876000,30,K-디지털 트레이닝,
자바(JAVA)와 사물인터넷(IOT)을 활용한 하이브리드 웹앱 풀스택 과정,500034091717,AIG20240000459051,3,,979,,,9872720,9872720,30,K-디지털 트레이닝,
한화시스템 BEYOND SW 캠프 - “청년들의 미래를 이끄는 프로그램”,500020011379,AIG20230000455635,15,,877,,,17424000,17424000,30,K-디지털 트레이닝,
클라우드기반 AI 대화형 서비스 웹개발자 양성,500034233571,AIG20230000455602,11,,937,,,10007710,10007710,30,K-디지털 트레이닝,
JAVA 기반 백엔드 개발자 양성,500041614685,AIG20230000455609,7,,863,,,17424000,17424000,30,K-디지털 트레이닝,
[삼정] ESG 데이터 기반 재무영향 자동화 개발자 과정,500020020547,AIG20240000498396,1,,00,,,18150000,18150000,30,K-디지털 트레이닝,
자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,500020016714,AIG20240000498104,1,,00,,,9018350,9018350,30,K-디지털 트레이닝,
[로켓 부스트캠프] 블록체인 엔지니어 부트캠프,500020018293,AIG20240000498268,1,,00,,,20328000,20328000,30,K-디지털 트레이닝,
"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",500020055126,AIG20240000498190,1,,00,,,9113280,9113280,30,K-디지털 트레이닝,
AI 데이터 분석 풀스택 웹 개발자 양성과정,500034391173,AIG20240000498119,1,,00,,,9493000,9493000,30,K-디지털 트레이닝,
"생성형AI 기반 UX UI  디자인& 프론트엔드 개발 과정(ChatGPT, 일러 포토, 피그마, 자바스크립트, 리액트)",500020026794,AIG20240000498095,1,,00,,,9625900,9625900,30,K-디지털 트레이닝,
[SK(주)C&C] AI Leader Academy(SKALA) ,500037517077,AIG20240000501200,3,,00,,,16480200,16480200,30,K-디지털 트레이닝,
[SK(주)C&C] AI Leader Academy(SKALA) ,500037517077,AIG20240000501200,1,,00,,,16480200,16480200,30,K-디지털 트레이닝,
[SK(주)C&C] AI Leader Academy(SKALA) ,500037517077,AIG20240000501200,2,,00,,,16480200,16480200,30,K-디지털 트레이닝,
"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",500020034234,AIG20230000455758,4,,887,,,9097920,9097920,30,K-디지털 트레이닝,
AI를 활용한 유니티 기반 실감형콘텐츠(디지털트윈) 개발자 양성과정,500042181034,AIG20230000412871,4,,684,,,18295200,18295200,30,K-디지털 트레이닝,
[가비아] g클라우드 기반의 그룹웨어 개발자 양성과정,500020055650,AIG20240000501197,1,,00,,,18150000,18150000,30,K-디지털 트레이닝,
AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,500020026366,AIG20240000459268,4,,865,,,9113280,9113280,30,K-디지털 트레이닝,
(현대로템) K-방산 AI모델 개발과정,500020053280,AIG20240000459125,3,,536,,,17424000,17424000,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020039773,AIG20230000455640,9,,913,,,9097920,9097920,30,K-디지털 트레이닝,
[부트캠프]AI 인공지능 웹서비스 풀스택 개발자(AICC딥러닝),500020059024,AIG20230000455630,5,,824,,,12210000,12210000,30,K-디지털 트레이닝,
SK네트웍스 Family AI 캠프,500020011379,AIG20240000459068,11,,751,,,17424000,17424000,30,K-디지털 트레이닝,
"빅데이터 서비스 구현을 위한 자바 파이썬 (Java, Python) 개발자 과정",500020027783,AIG20240000498081,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
"생성형 AI와 블렌더, 언리얼엔진을 활용한 3D 비주얼 아티스트 양성과정",500039029321,AIG20240000459366,2,,729,,,9113280,9113280,30,K-디지털 트레이닝,
기업맞춤형 AI+X 융복합 인재 양성 과정,500020024317,AIG20240000459209,2,,00,,,14955600,14955600,30,K-디지털 트레이닝,
[IBM x RedHat] AI Transformation - AX Academy,500037517077,AIG20240000501257,1,,00,,,17424000,17424000,30,K-디지털 트레이닝,
"[프로젝트기반]자바 풀스택 개발자(React.js, Springboot, CI/CD 활용)",500020037340,AIG20240000459129,2,,929,,,9113280,9113280,30,K-디지털 트레이닝,
[기업프로젝트] 메타버스 에듀테크 개발자 트랙,500020022702,AIG20230000412667,8,,766,,,10614240,10614240,30,K-디지털 트레이닝,
챗GPT 생성형 AI를 활용한 반응형 웹콘텐츠(영상제작&코딩) 개발기획자 양성,500033330182,AIG20240000498260,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
[Microsoft] CyberSecurity School,500037517077,AIG20240000459293,3,,939,,,16879500,16879500,30,K-디지털 트레이닝,
영상AI(컴퓨터비전)을 활용한 사물인터넷(IOT) 개발자 양성,500020028748,AIG20240000459059,4,,844,,,9151250,9151250,30,K-디지털 트레이닝,
(포텐업) 알고리즘을 활용한 네트워크 RPG 게임제작,500041113426,AIG20240000498350,2,,00,,,17424000,17424000,30,K-디지털 트레이닝,
UXUI 디자인 프론트엔드 부트캠프,500020017427,AIG20240000498253,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
융합_삼정 Future Academy,500020058127,AIG20240000459306,5,,714,,,17569200,17569200,30,K-디지털 트레이닝,
심화_제약바이오 품질 및 데이터분석 전문가 과정,500020045827,AIG20240000459189,3,,833,,,3324240,3324240,30,K-디지털 트레이닝,
인공지능 기반 서비스플랫폼 개발자,500020051183,AIG20230000412804,6,,904,,,16335000,16335000,30,K-디지털 트레이닝,
풀스택 백엔드 개발자 양성 과정,500020011379,AIG20230000412735,8,,822,,,9097920,9097920,30,K-디지털 트레이닝,
생성형 AI를 활용한 영상 웹퍼블리셔&프론트엔드(React) 개발자 양성,500020044103,AIG20240000498108,2,,00,,,8714570,8714570,30,K-디지털 트레이닝,
빅데이터를 활용한 오라클 데이터 전문가 양성과정,500020051277,AIG20230000412857,10,,947,,,7657410,7657410,30,K-디지털 트레이닝,
융합_데이터분석 기술을 활용한 디지털콘텐츠&마케팅 기획,500036090856,AIG20240000459077,2,,00,,,9720830,9720830,30,K-디지털 트레이닝,
클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020050017,AIG20240000498172,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
심화_[부트캠프]GIS를 활용한 위치정보기반(LBS) 웹&앱개발,500020059024,AIG20240000498160,2,,990,,,4966040,4966040,30,K-디지털 트레이닝,
자바/파이썬/챗GPT를 활용한 AI 개발자 양성과정,500020026366,AIG20240000459267,2,,979,,,9113280,9113280,30,K-디지털 트레이닝,
AWS Cloud School,500020053280,AIG20230000412826,9,,884,,,19057500,19057500,30,K-디지털 트레이닝,
심화_AI Roboflow를 활용한 부유물탐지 시스템 구축과정,500020036576,AIG20240000498090,2,,989,,,4966040,4966040,30,K-디지털 트레이닝,
스마트 국방 데이터 분석 과정(한화에어로스페이스),500020055650,AIG20240000459142,4,,703,,,17424000,17424000,30,K-디지털 트레이닝,
SK네트웍스 Family AI 캠프,500020011379,AIG20240000459068,12,,751,,,17424000,17424000,30,K-디지털 트레이닝,
클라우드기반 AI 대화형 서비스 웹개발자 양성,500034233571,AIG20230000455602,12,,937,,,10007710,10007710,30,K-디지털 트레이닝,
[KBS미디어] AI 활용 실감형 미디어 콘텐츠 제작자 과정,500033544209,AIG20240000501238,1,,00,,,20328000,20328000,30,K-디지털 트레이닝,
[Microsoft] 인공지능 SW 아카데미,500020025371,AIG20240000501224,1,,00,,,17424000,17424000,30,K-디지털 트레이닝,
"[BNK부산은행]금융DT 아카데미(생성형AI활용,자바,Spring,Flutter) 개발자 양성과정",500020055650,AIG20240000501204,1,,00,,,18150000,18150000,30,K-디지털 트레이닝,
[스마트훈련] IT 스타트업 실무형 멀티플랫폼 프론트엔드 개발 부트캠프,500042311334,AIG20230000455720,11,,910,,,17424000,17424000,30,K-디지털 트레이닝,
[스마트훈련] IT 스타트업 실무형 백엔드 개발 부트캠프,500042311334,AIG20230000455718,10,,872,,,17424000,17424000,30,K-디지털 트레이닝,
언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,500020060638,AIG20230000412794,9,,625,,,18730800,18730800,30,K-디지털 트레이닝,
머신러닝을 활용한 데이터 분석 부트캠프,500020051277,AIG20240000498123,2,,00,,,8733560,8733560,30,K-디지털 트레이닝,
심화_Spring Boot & AWS 클라우드 기반 백엔드 실무 프로젝트 부트캠프,500020061830,AIG20240000498106,2,,916,,,5082880,5082880,30,K-디지털 트레이닝,
"AI(파이썬)활용 백엔드(자바, 스프링) 개발자",500020061830,AIG20240000459063,2,,939,,,9113280,9113280,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020039773,AIG20230000455640,12,,913,,,9097920,9097920,30,K-디지털 트레이닝,
[더존비즈온]Cloud DX Academy,500020055650,AIG20240000501198,1,,00,,,17424000,17424000,30,K-디지털 트레이닝,
심화_인공지능(AI) 서비스 기반 웹 개발자 심화 프로젝트,500034772319,AIG20240000498225,5,,740,,,4966040,4966040,30,K-디지털 트레이닝,
"빅데이터 서비스 구현을 위한 자바 파이썬 (Java, Python) 개발자 과정",500020027783,AIG20240000498081,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
MSA기반 자바 백엔드 개발자 양성과정,500020051277,AIG20240000459194,2,,714,,,9189220,9189220,30,K-디지털 트레이닝,
심화_생성형 AI활용 인재양성과정 (조별멘토),500020056026,AIG20240000459066,6,,949,,,5097490,5097490,30,K-디지털 트레이닝,
생성형AI 사업개발자 과정 ,500020045827,AIG20240000459185,3,,797,,,11616000,11616000,30,K-디지털 트레이닝,
UIUX PM(Product Manager) 과정,500020045827,AIG20240000459183,3,,810,,,11616000,11616000,30,K-디지털 트레이닝,
빅데이터 기반(파이썬·자바·웹) 엘라스틱 검색엔진 개발자,500035498556,AIG20240000498151,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
[삼정] ESG 데이터 기반 재무영향 자동화 개발자 과정,500020020547,AIG20240000498396,2,,00,,,18150000,18150000,30,K-디지털 트레이닝,
LG U+ Why Not SW캠프,500020058127,AIG20240000459292,6,,771,,,18876000,18876000,30,K-디지털 트레이닝,
"자바(파이썬) Full-Stack 개발자 양성 과정(Spring Boot기반의 React,JS활용)",500020041475,AIG20240000498148,1,,00,,,9113280,9113280,30,K-디지털 트레이닝,
자바와 생성형AI를 활용한 차세대 CRM플랫폼 개발,500020013370,AIG20240000498128,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
Vision's Edge Device Academy,500020024317,AIG20240000459254,4,,798,,,12705000,12705000,30,K-디지털 트레이닝,
Vision's Edge Device Academy,500020024317,AIG20240000459254,3,,798,,,12705000,12705000,30,K-디지털 트레이닝,
자바&파이썬 빅데이터 플랫폼 웹서비스 개발자,500020038200,AIG20230000412601,5,,888,,,9147840,9147840,30,K-디지털 트레이닝,
[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,500020055650,AIG20240000459143,4,,739,,,18876000,18876000,30,K-디지털 트레이닝,
[기업연계]언리얼 엔진을 활용한 게임 개발자 부트캠프,500020031484,AIG20240000459352,3,,865,,,12151040,12151040,30,K-디지털 트레이닝,
풀스택 백엔드 개발자 양성 과정,500020011379,AIG20230000412735,9,,822,,,9097920,9097920,30,K-디지털 트레이닝,
클라우드환경 패스워드리스 보안 AI 웹개발자 양성,500034233571,AIG20240000459225,2,,804,,,10005620,10005620,30,K-디지털 트레이닝,
영상AI(컴퓨터비전)을 활용한 사물인터넷(IOT) 개발자 양성,500020028748,AIG20240000459059,5,,844,,,9151250,9151250,30,K-디지털 트레이닝,
클라우드 활용 O2O 서비스 플랫폼 웹&앱 개발,500020059024,AIG20230000412798,6,,948,,,8150220,8150220,30,K-디지털 트레이닝,
SK네트웍스 Family AI 캠프,500020011379,AIG20240000459068,13,,751,,,17424000,17424000,30,K-디지털 트레이닝,
[AWS] 바이오 헬스케어 AI 아카데미,500020025371,AIG20240000501222,1,,00,,,15699750,15699750,30,K-디지털 트레이닝,
자바(JAVA)와 사물인터넷(IOT)을 활용한 하이브리드 웹앱 풀스택 과정,500034091717,AIG20240000459051,4,,979,,,9872720,9872720,30,K-디지털 트레이닝,
[IBM x RedHat] AI Transformation - AX Academy,500037517077,AIG20240000501257,2,,00,,,17424000,17424000,30,K-디지털 트레이닝,
클라우드 활용 O2O 서비스 플랫폼 웹&앱 개발,500020059024,AIG20230000412798,5,,948,,,8150220,8150220,30,K-디지털 트레이닝,
심화_ROS2와 AI을 활용한 자율주행&로봇팔 개발자 부트캠프,500039029321,AIG20240000459108,4,,898,,,5123320,5123320,30,K-디지털 트레이닝,
UXUI디자인 웹 프론트엔드개발 부트캠프(생성형AI 활용/피그마),500020017427,AIG20240000459166,4,,878,,,9113280,9113280,30,K-디지털 트레이닝,
챗GPT 생성형 AI를 활용한 반응형 웹콘텐츠(영상제작&코딩) 개발기획자 양성,500033330182,AIG20240000498260,6,,00,,,9113280,9113280,30,K-디지털 트레이닝,
AWS 클라우드 기반 자바 스프링 백엔드 개발자,500020061830,AIG20230000455599,4,,971,,,9097920,9097920,30,K-디지털 트레이닝,
클라우드 활용 O2O 서비스 플랫폼 웹&앱 개발,500020059024,AIG20230000412798,4,,948,,,8150220,8150220,30,K-디지털 트레이닝,
스마트팩토리(MES)기반 자바(JAVA) 풀스택 개발자 과정,500034772319,AIG20240000459359,3,,768,,,9064900,9064900,30,K-디지털 트레이닝,
기업맞춤형 AI+X 융복합 인재 양성 과정,500020024317,AIG20240000459209,3,,00,,,14955600,14955600,30,K-디지털 트레이닝,
[에스코어] 클라우드 및 보안 엔지니어 아카데미,500020025371,AIG20240000501226,1,,00,,,19021200,19021200,30,K-디지털 트레이닝,
[가비아] g클라우드 기반의 그룹웨어 개발자 양성과정,500020055650,AIG20240000501197,2,,00,,,18150000,18150000,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020054900,AIG20230000455615,7,,922,,,9097920,9097920,30,K-디지털 트레이닝,
[Intel] 엣지 AI SW 아카데미,500037517077,AIG20230000412815,14,,898,,,16335000,16335000,30,K-디지털 트레이닝,
자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,500020016714,AIG20240000498104,2,,00,,,9018350,9018350,30,K-디지털 트레이닝,
SK네트웍스 Family AI 캠프,500020011379,AIG20240000459068,14,,751,,,17424000,17424000,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020039773,AIG20230000455640,13,,913,,,9097920,9097920,30,K-디지털 트레이닝,
클라우드 활용 O2O 서비스 플랫폼 웹&앱 개발,500020059024,AIG20230000412798,3,,948,,,8150220,8150220,30,K-디지털 트레이닝,
기업요구 프로젝트 중심 MSA기반 자바 풀스택 (클라우드 활용) 개발자 양성과정,500020014651,AIG20240000459039,2,,830,,,10062580,10062580,30,K-디지털 트레이닝,
[현대건설] Smart City,500037517077,AIG20240000501210,1,,00,,,12705000,12705000,30,K-디지털 트레이닝,
기업요구를 반영한 프로젝트 기반 풀스택 개발자 양성과정,500034282912,AIG20240000459402,4,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
[부트캠프]AI 인공지능 웹서비스 풀스택 개발자(AICC딥러닝),500020059024,AIG20230000455630,7,,824,,,12210000,12210000,30,K-디지털 트레이닝,
JAVA 기반 백엔드 개발자 양성,500041614685,AIG20230000455609,8,,863,,,17424000,17424000,30,K-디지털 트레이닝,
클라우드 엔지니어 양성과정,500041614685,AIG20230000412682,5,,782,,,16698000,16698000,30,K-디지털 트레이닝,
챗GPT 생성형 AI를 활용한 반응형 웹콘텐츠(영상제작&코딩) 개발기획자 양성,500033330182,AIG20240000498260,4,,00,,,9113280,9113280,30,K-디지털 트레이닝,
클라우드 활용 O2O 서비스 플랫폼 웹&앱 개발,500020059024,AIG20230000412798,2,,948,,,8150220,8150220,30,K-디지털 트레이닝,
풀스택 백엔드 개발자 양성 과정,500020011379,AIG20230000412735,10,,822,,,9097920,9097920,30,K-디지털 트레이닝,
자바(Java) 풀스택 개발 부트캠프,500020060948,AIG20240000498323,4,,00,,,9113280,9113280,30,K-디지털 트레이닝,
"클라우드기반 AI Automation 스마트관리시스템(물류관리,생산관리)자바 백엔드개발",500020062489,AIG20230000455576,9,,927,,,9097920,9097920,30,K-디지털 트레이닝,
빅데이터를 활용한 오라클 데이터 전문가 양성과정,500020051277,AIG20230000412857,11,,947,,,7657410,7657410,30,K-디지털 트레이닝,
[베스핀글로벌] 멀티클라우드 엔지니어 취업 실무 과정,500041642929,AIG20240000498368,3,,00,,,18150000,18150000,30,K-디지털 트레이닝,
자바(Java) 풀스택 개발 부트캠프,500020060948,AIG20240000498323,5,,00,,,9113280,9113280,30,K-디지털 트레이닝,
심화_AI Roboflow를 활용한 부유물탐지 시스템 구축과정,500020036576,AIG20240000498090,4,,989,,,4966040,4966040,30,K-디지털 트레이닝,
AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,500020026366,AIG20240000459268,6,,865,,,9113280,9113280,30,K-디지털 트레이닝,
자바/파이썬/챗GPT를 활용한 AI 개발자 양성과정,500020026366,AIG20240000459267,4,,979,,,9113280,9113280,30,K-디지털 트레이닝,
"[프로젝트기반]자바 풀스택 개발자(React.js, Springboot, CI/CD 활용)",500020037340,AIG20240000459129,4,,929,,,9113280,9113280,30,K-디지털 트레이닝,
융합_데이터분석 기술을 활용한 디지털콘텐츠&마케팅 기획,500036090856,AIG20240000459077,3,,00,,,9720830,9720830,30,K-디지털 트레이닝,
"클라우드기반 AI Automation 스마트관리시스템(물류관리,생산관리)자바 백엔드개발",500020062489,AIG20230000455576,10,,927,,,9097920,9097920,30,K-디지털 트레이닝,
언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,500020060638,AIG20230000412794,10,,625,,,18730800,18730800,30,K-디지털 트레이닝,
자바(Java) 풀스택 개발 부트캠프,500020060948,AIG20240000498323,1,,00,,,9113280,9113280,30,K-디지털 트레이닝,
[로켓 부스트캠프] 블록체인 엔지니어 부트캠프,500020018293,AIG20240000498268,2,,00,,,20328000,20328000,30,K-디지털 트레이닝,
UXUI 디자인 프론트엔드 부트캠프,500020017427,AIG20240000498253,5,,00,,,9113280,9113280,30,K-디지털 트레이닝,
빅데이터 기반(파이썬·자바·웹) 엘라스틱 검색엔진 개발자,500035498556,AIG20240000498151,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
자바(JAVA)와 사물인터넷(IOT)을 활용한 하이브리드 웹앱 풀스택 과정,500034091717,AIG20240000459051,5,,979,,,9872720,9872720,30,K-디지털 트레이닝,
챗GPT를 활용한 자바(JAVA) 스프링 및 데이터 분석 시스템기반 웹 플랫폼 구축 과정,500034091717,AIG20240000459042,4,,967,,,9872720,9872720,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020054900,AIG20230000455615,8,,922,,,9097920,9097920,30,K-디지털 트레이닝,
"생성형AI 기반 UX UI  디자인& 프론트엔드 개발 과정(ChatGPT, 일러 포토, 피그마, 자바스크립트, 리액트)",500020026794,AIG20240000498095,2,,00,,,9625900,9625900,30,K-디지털 트레이닝,
"생성형AI를 활용한 커머스웹(PHP, Laravel, Docker, AWS)개발자 과정",500020046288,AIG20240000459247,1,,00,,,8543700,8543700,30,K-디지털 트레이닝,
융합_[K-디지털]ICT활용 스마트물류시스템개발,500020033591,AIG20240000498153,1,,00,,,8163980,8163980,30,K-디지털 트레이닝,
"지역인재양성을 위한 MSA기반 크로스 플랫폼(자바,Springboot,Flutter) 개발자 과정",500020016714,AIG20240000498099,2,,00,,,10442300,10442300,30,K-디지털 트레이닝,
AI기반 시스템 및 응용소프트웨어 개발자 양성과정,500020036576,AIG20240000459064,4,,00,,,9018350,9018350,30,K-디지털 트레이닝,
생성형 AI를 활용한 자바(JAVA) 풀스택 개발자 (SpringBoot & React.js),500020056026,AIG20240000459058,2,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
심화_클라우드 기반 MSA 적용 ERP 시스템 웹서비스 구현 프로젝트,500020046871,AIG20240000459043,1,,00,,,4966040,4966040,30,K-디지털 트레이닝,
"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",500020034234,AIG20230000455758,6,,887,,,9097920,9097920,30,K-디지털 트레이닝,
생성형 AI를 활용한 영상 웹퍼블리셔&프론트엔드(React) 개발자 양성,500020044103,AIG20240000498108,3,,00,,,8714570,8714570,30,K-디지털 트레이닝,
"(기업연계프로젝트형)메타버스 콘텐츠(Unity기반 실감형, VR/AR/XR)제작자 양성",500020016714,AIG20230000412736,8,,941,,,9477000,9477000,30,K-디지털 트레이닝,
[삼정] ESG 데이터 활용 풀스택 개발자 과정,500020020547,AIG20240000498395,2,,00,,,18876000,18876000,30,K-디지털 트레이닝,
[베스핀글로벌] 멀티클라우드 엔지니어 취업 실무 과정,500041642929,AIG20240000498368,4,,00,,,18150000,18150000,30,K-디지털 트레이닝,
심화_[부트캠프]GIS를 활용한 위치정보기반(LBS) 웹&앱개발,500020059024,AIG20240000498160,3,,990,,,4966040,4966040,30,K-디지털 트레이닝,
자바와 생성형AI를 활용한 차세대 CRM플랫폼 개발,500020013370,AIG20240000498128,4,,00,,,9113280,9113280,30,K-디지털 트레이닝,
AI 데이터 분석 풀스택 웹 개발자 양성과정,500034391173,AIG20240000498119,2,,00,,,9493000,9493000,30,K-디지털 트레이닝,
"기업요구 프로젝트 중심 풀스택 개발자 (PWA를 활용한 React, Express.js) 양성과정",500020014651,AIG20240000498102,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
심화_AI Roboflow를 활용한 부유물탐지 시스템 구축과정,500020036576,AIG20240000498090,3,,989,,,4966040,4966040,30,K-디지털 트레이닝,
"빅데이터 서비스 구현을 위한 자바 파이썬 (Java, Python) 개발자 과정",500020027783,AIG20240000498081,4,,00,,,9113280,9113280,30,K-디지털 트레이닝,
인공지능 트랜스포메이션을 위한 플랫폼 개발자 양성과정,500020010894,AIG20240000459251,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020039773,AIG20230000455640,14,,913,,,9097920,9097920,30,K-디지털 트레이닝,
클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020050017,AIG20240000498172,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
클라우드환경 패스워드리스 보안 AI 웹개발자 양성,500034233571,AIG20240000459225,3,,804,,,10005620,10005620,30,K-디지털 트레이닝,
챗GPT 생성형 AI를 활용한 반응형 웹콘텐츠(영상제작&코딩) 개발기획자 양성,500033330182,AIG20240000498260,5,,00,,,9113280,9113280,30,K-디지털 트레이닝,
생성형 AI를 활용한 영상 웹퍼블리셔&프론트엔드(React) 개발자 양성,500020044103,AIG20240000498108,4,,00,,,8714570,8714570,30,K-디지털 트레이닝,
인터렉티브 생성형 AI 챗봇 & 풀스택 개발자,500020052026,AIG20240000459296,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
"클라우드 기반의 웹&앱 풀스택 개발자 양성(자바,도커,보안,AWS)",500020036576,AIG20240000459121,2,,917,,,9018350,9018350,30,K-디지털 트레이닝,
[부트캠프]AI 인공지능 웹서비스 풀스택 개발자(AICC딥러닝),500020059024,AIG20230000455630,6,,824,,,12210000,12210000,30,K-디지털 트레이닝,
기업맞춤형 AI+X 융복합 인재 양성 과정,500020024317,AIG20240000459209,5,,00,,,14955600,14955600,30,K-디지털 트레이닝,
기업맞춤형 AI+X 융복합 인재 양성 과정,500020024317,AIG20240000459209,4,,00,,,14955600,14955600,30,K-디지털 트레이닝,
(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,500020016714,AIG20230000455460,11,,972,,,5103000,5103000,30,K-디지털 트레이닝,
"(롯데)기업맞춤형 프로젝트 기반 백엔드 자바, 스프링 웹 SW개발자 양성과정",500020016714,AIG20230000412753,9,,923,,,9477000,9477000,30,K-디지털 트레이닝,
심화_인공지능(AI) 서비스 기반 웹 개발자 심화 프로젝트,500034772319,AIG20240000498225,6,,740,,,4966040,4966040,30,K-디지털 트레이닝,
LG U+ Why Not SW캠프,500020058127,AIG20240000459292,7,,771,,,18876000,18876000,30,K-디지털 트레이닝,
UXUI디자인 웹 프론트엔드개발 부트캠프(생성형AI 활용/피그마),500020017427,AIG20240000459166,7,,878,,,9113280,9113280,30,K-디지털 트레이닝,
"ChatGPT 활용 금융서비스 백엔드(자바, 스프링) 개발자",500020061830,AIG20240000459065,3,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
AI 서비스 개발을 위한 클라우드 활용 실무 과정,500020050800,AIG20240000459033,1,,00,,,9910690,9910690,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020039773,AIG20230000455640,15,,913,,,9097920,9097920,30,K-디지털 트레이닝,
심화_생성형 AI활용 인재양성과정 (조별멘토),500020056026,AIG20240000459066,7,,949,,,5097490,5097490,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020054900,AIG20230000455615,9,,922,,,9097920,9097920,30,K-디지털 트레이닝,
머신러닝을 활용한 데이터 분석 부트캠프,500020051277,AIG20240000498123,3,,00,,,8733560,8733560,30,K-디지털 트레이닝,
심화_Spring Boot & AWS 클라우드 기반 백엔드 실무 프로젝트 부트캠프,500020061830,AIG20240000498106,3,,916,,,5082880,5082880,30,K-디지털 트레이닝,
심화_생성형 Ai를 활용한 인공지능개발자 부트캠프,500039029321,AIG20240000459397,5,,946,,,5097490,5097490,30,K-디지털 트레이닝,
융합_데이터분석 기술을 활용한 디지털콘텐츠&마케팅 기획,500036090856,AIG20240000459077,4,,00,,,9720830,9720830,30,K-디지털 트레이닝,
영상AI(컴퓨터비전)을 활용한 사물인터넷(IOT) 개발자 양성,500020028748,AIG20240000459059,6,,844,,,9151250,9151250,30,K-디지털 트레이닝,
Node.js&React 기반 풀스택(프론트앤드&백앤드) 개발자 양성과정,500020021435,AIG20230000455560,3,,844,,,9477000,9477000,30,K-디지털 트레이닝,
[IBM x RedHat] AI Transformation - AX Academy,500037517077,AIG20240000501257,3,,00,,,17424000,17424000,30,K-디지털 트레이닝,
[베스핀글로벌] 멀티클라우드 엔지니어 취업 실무 과정,500041642929,AIG20240000498368,2,,00,,,18150000,18150000,30,K-디지털 트레이닝,
인터렉티브 생성형 AI 챗봇 & 풀스택 개발자,500020052026,AIG20240000459296,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,500020026366,AIG20240000459268,5,,865,,,9113280,9113280,30,K-디지털 트레이닝,
자바/파이썬/챗GPT를 활용한 AI 개발자 양성과정,500020026366,AIG20240000459267,3,,979,,,9113280,9113280,30,K-디지털 트레이닝,
[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,500020055650,AIG20240000459143,5,,739,,,18876000,18876000,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020054900,AIG20230000455615,10,,922,,,9097920,9097920,30,K-디지털 트레이닝,
